GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests,StayingDuration,DaysUntilCheckIn
198,Mr Raman Kumar,Male,55,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,Regular Guest,9,21
199,Mrs Zhongli Liu,Male,46,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,21
200,NICHOLAS,Male,44,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
201,Mr Fahim Naseem,Male,23,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
202,MRS S WILLIAMS,Female,55,Russian,7/9/2016,7/9/2016,7/11/2016,1,3,2,Business,Completed,First-Time Visitor,4,16
203,James,Male,34,Indian,10/12/2019,10/17/2019,10/18/2019,1,3,2,Business,Completed,First-Time Visitor,3,5
204,Ying,Male,62,Azerbaijani,5/21/2019,5/21/2019,5/21/2019,1,3,2,Leisure,Completed,Regular Guest,4,16
205,Mrs Divya Anand,Female,38,American,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
206,JOSEPHINE PARKER,Female,25,Indian,8/28/2019,9/1/2019,9/3/2019,1,3,2,Leisure,Completed,First-Time Visitor,4,6
207,Mr Patrick Joseph,Male,35,German,1/1/2023,2/1/2023,2/10/2023,1,3,2,Business,Completed,Regular Guest,9,21
208,Mr Erick Zavala,Male,63,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Corporate,Late Check-Out,Regular Guest,9,21
209,Mrs Priscilla B Moseley,Female,42,Russian,4/3/2019,4/3/2019,4/6/2019,0,2,1,Leisure,Completed,First-Time Visitor,3,16
210,James,Male,29,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,21
211,DINESHKUMAR K,Male,26,American,3/3/2016,3/4/2016,3/8/2016,0,2,1,Business,Late Check-Out,Regular Guest,4,8
212,HENRY MEROLA,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,21
213,MR SAMIR GOPAL,Male,42,Iranian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,Regular Guest,9,21
214,James,Male,31,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
215,Wang Xiang,Male,36,Azerbaijani,4/12/2015,4/16/2015,4/17/2015,1,3,2,Corporate,Completed,First-Time Visitor,3,6
216,Jorge,Male,34,Russian,12/7/2019,12/8/2019,12/15/2019,1,3,2,Leisure,Completed,Regular Guest,7,8
217,Mr Rahul Kumar,Male,29,Azerbaijani,7/16/2020,7/16/2020,7/18/2020,0,2,1,Leisure,Late Check-Out,Regular Guest,4,16
218,Mr Virgil Stark,Male,54,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
219,David,Male,57,Turkish,6/8/2019,6/8/2019,6/10/2019,1,3,2,Leisure,Completed,Regular Guest,4,16
220,Mohammed,Male,38,Russian,5/11/2022,6/23/2022,6/24/2022,0,2,1,Leisure,Completed,First-Time Visitor,3,15
221,Mrs Amy,Female,35,Indian,8/2/2020,8/2/2020,8/3/2020,0,2,1,Leisure,Completed,First-Time Visitor,3,16
222,Mr N K Mishra,Male,38,Russian,12/13/2022,2/17/2023,2/22/2023,1,3,2,Business,Late Check-Out,Regular Guest,5,15
223,Akshay,Male,30,Russian,6/6/2019,6/6/2019,6/8/2019,1,3,2,Leisure,Completed,Regular Guest,4,16
224,DARREN BETTS,Male,30,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
225,JANE,Female,37,Russian,12/16/2016,12/16/2016,12/17/2016,1,3,2,Leisure,Late Check-Out,First-Time Visitor,3,16
226,MRS KIRAN KHAN,Female,44,Russian,1/1/2023,2/1/2023,2/10/2023,0,3,2,Business,Completed,First-Time Visitor,9,21
227,Rajesh,Male,34,Russian,6/24/2019,6/26/2019,6/28/2019,1,3,2,Business,Completed,Regular Guest,4,21
228,Muhammad,Male,30,Saudi Arabian,1/11/2020,4/4/2020,4/6/2020,0,2,1,Leisure,Completed,First-Time Visitor,4,16
229,Mr Kumar Ashish,Male,31,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
230,RADHA KUMARI KOHLI,Female,59,Azerbaijani,10/12/2019,10/13/2019,10/14/2019,1,3,2,Leisure,Completed,Regular Guest,3,8
231,Furkan,Male,33,Russian,9/14/2019,9/15/2019,9/18/2019,1,3,2,Leisure,Late Check-Out,Regular Guest,3,8
232,SANJAY KUMAR,Male,57,Iranian,6/22/2017,6/22/2017,6/23/2017,1,3,2,Leisure,Completed,Regular Guest,3,16
233,Fernanda Alves,Female,36,Iranian,10/8/2021,10/8/2021,10/10/2021,1,3,2,Leisure,Completed,First-Time Visitor,4,16
234,Mr Abdullah,Male,34,Azerbaijani,9/29/2016,9/29/2016,9/30/2016,0,2,1,Leisure,Completed,Regular Guest,3,16
235,ANDRADE Y,Male,52,Turkish,1/1/2023,2/1/2023,2/10/2023,0,2,4,Leisure,Late Check-Out,First-Time Visitor,9,21
236,Susan,Male,26,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
237,Florentine Schlechter,Female,48,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
238,MR RAJESH KUMAR SINGH,Male,32,Russian,8/23/2022,8/23/2022,8/24/2022,0,2,1,Business,Late Check-Out,First-Time Visitor,3,16
239,Joseph,Male,39,Azerbaijani,2/27/2016,2/27/2016,3/9/2016,0,2,1,Business,Late Check-Out,Regular Guest,33,16
240,GREGORY,Male,28,Russian,3/8/2021,3/9/2021,3/10/2021,0,2,1,Corporate,Completed,First-Time Visitor,3,8
241,Mr Thomas HYDE,Male,38,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Business,Completed,First-Time Visitor,9,21
242,Mr Ishwar Lal,Male,23,Azerbaijani,1/20/2022,1/21/2022,1/25/2022,1,3,2,Leisure,Late Check-Out,First-Time Visitor,4,8
243,Jai Shankar,Male,45,Turkish,1/22/2019,1/23/2019,1/25/2019,1,3,2,Leisure,Completed,First-Time Visitor,4,8
244,Mrs Lorraine Wells,Male,36,Russian,2/1/2019,2/1/2019,2/2/2019,0,2,1,Leisure,Late Check-Out,Regular Guest,3,16
245,Mrs Vennela,Female,29,Saudi Arabian,5/8/2022,5/9/2022,5/10/2022,1,3,2,Leisure,Late Check-Out,First-Time Visitor,3,8
246,Mr Manoj Kumar,Male,20,American,6/2/2022,6/4/2022,6/5/2022,0,2,1,Leisure,Late Check-Out,First-Time Visitor,3,21
247,Mr Seung Heon Lee,Male,41,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
248,Clark Emily,Female,24,Turkish,6/6/2019,6/6/2019,6/7/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,16
249,Michael,Male,31,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Late Check-Out,First-Time Visitor,9,21
250,CHARLES JACKSON,Male,27,Russian,5/2/2020,5/2/2020,5/11/2020,1,3,2,Leisure,Completed,Regular Guest,9,16
251,JACK,Male,27,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
252,Joseph West,Male,45,Russian,11/20/2019,11/20/2019,11/21/2019,0,2,1,Leisure,Completed,First-Time Visitor,3,16
253,Mr Karthik,Male,33,Russian,12/14/2018,1/9/2019,1/12/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,9
254,Mr Jerald Ness,Female,52,Russian,4/30/2022,5/2/2022,5/3/2022,0,2,2,Leisure,Late Check-Out,First-Time Visitor,3,21
255,Adam Porter,Male,32,Russian,10/23/2018,10/23/2018,10/24/2018,1,3,2,Business,Late Check-Out,Regular Guest,3,16
256,Mrs R A Vijayan,Female,50,Azerbaijani,9/19/2015,9/21/2015,9/24/2015,1,3,2,Leisure,Completed,First-Time Visitor,3,21
257,SHARON QUEK,Female,34,Pakistani,9/25/2019,9/25/2019,9/27/2019,1,3,2,Leisure,Completed,First-Time Visitor,4,16
258,Elizabeth,Female,22,Russian,5/6/2022,5/6/2022,5/9/2022,1,3,2,Leisure,Completed,First-Time Visitor,3,16
259,Lekha,Female,43,Russian,12/3/2015,12/4/2015,12/6/2015,0,2,1,Leisure,Completed,First-Time Visitor,4,8
260,Krishan,Male,66,Turkish,6/22/2019,6/22/2019,6/22/2019,0,2,1,Leisure,Late Check-Out,First-Time Visitor,4,16
261,Amit,Male,45,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
262,Mr PREMKUMAR,Male,48,Russian,9/20/2019,9/20/2019,9/21/2019,0,2,1,Corporate,Completed,Regular Guest,3,16
263,MR TANAKA SOYU,Male,16,Turkish,6/1/2019,6/5/2019,6/6/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,6
264,Ajay,Male,36,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
265,KATHERINE WILLIAMS,Female,50,American,10/1/2016,12/7/2016,12/12/2016,1,3,2,Leisure,Completed,Regular Guest,5,15
266,PATRICK,Male,29,Azerbaijani,12/1/2015,12/1/2015,12/1/2015,1,3,2,Leisure,Completed,Regular Guest,4,16
267,Mrs Sara Reyes,Female,56,Russian,1/24/2018,1/24/2018,1/24/2018,1,3,2,Leisure,Completed,First-Time Visitor,4,16
268,Jason,Male,32,Azerbaijani,9/28/2019,12/9/2019,12/10/2019,0,2,1,Leisure,Completed,Regular Guest,3,16
269,Mrs Yatin Kaur,Female,45,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
270,Nikita,Male,28,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
271,Jim,Male,33,Russian,2/26/2018,5/3/2018,5/5/2018,1,3,2,Leisure,Completed,Regular Guest,4,15
272,Mrs Katherine R Hilton,Female,23,Iranian,9/15/2016,9/20/2016,9/22/2016,1,3,2,Leisure,Late Check-Out,First-Time Visitor,4,5
273,Mr Alexander,Male,46,Saudi Arabian,3/7/2019,3/7/2019,3/8/2019,0,2,1,Leisure,Completed,First-Time Visitor,3,16
274,Mrs Aishwarya Tyagi,Female,32,Azerbaijani,4/26/2016,7/25/2016,7/29/2016,0,2,2,Leisure,Completed,First-Time Visitor,4,9
275,Mr Timothy Poole,Male,41,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Corporate,Completed,Regular Guest,9,21
276,Mr Juan Carlos Pujol,Male,37,Turkish,8/1/2019,8/3/2019,8/6/2019,1,3,2,Corporate,Completed,First-Time Visitor,3,21
277,Mr Javier M,Male,21,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Late Check-Out,First-Time Visitor,9,21
278,Gavin Cunningham,Male,25,Indian,3/2/2019,3/2/2019,3/3/2019,0,2,2,Business,Completed,First-Time Visitor,3,16
279,MR MANOJ KUMAR SINGH,Male,39,Azerbaijani,1/1/2020,1/1/2020,1/12/2020,1,3,2,Leisure,Completed,First-Time Visitor,33,16
280,Mr Michael Wolfgang,Male,33,Azerbaijani,6/14/2019,6/14/2019,6/15/2019,0,2,1,Leisure,Completed,Regular Guest,3,16
281,Mrs A Ajay,Female,43,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
282,Ramkumar,Male,37,Iranian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
283,Mrs Nidhi Jain,Female,45,Turkish,3/15/2019,3/15/2019,3/17/2019,1,3,2,Business,Completed,First-Time Visitor,4,16
284,Mr Devananda,Male,22,Russian,6/13/2019,6/14/2019,6/16/2019,1,3,2,Leisure,Completed,First-Time Visitor,4,8
285,SUNIL DADHICH,Male,46,Russian,7/9/2017,7/10/2017,7/11/2017,1,3,2,Leisure,Completed,First-Time Visitor,3,8
286,BENEDICT,Male,50,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
287,DANIEL,Male,30,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
288,Md Mushfiqur Rahman,Male,33,Azerbaijani,6/27/2019,8/7/2019,8/10/2019,0,2,1,Corporate,Completed,First-Time Visitor,3,15
289,Dave,Male,43,Russian,2/26/2018,2/26/2018,2/28/2018,1,3,2,Leisure,Completed,Regular Guest,4,16
290,Mrs Lorena Meyer,Female,48,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
291,HARSHAD,Male,51,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Late Check-Out,First-Time Visitor,9,21
292,Jennifer,Female,30,Russian,5/10/2019,5/15/2019,5/20/2019,1,3,2,Leisure,Late Check-Out,First-Time Visitor,5,5
293,NICHOLAS,Male,42,Turkish,9/24/2019,9/25/2019,9/27/2019,0,2,2,Corporate,Completed,Regular Guest,4,8
294,MRS MAGGIE I LUND,Female,21,Turkish,1/1/2023,2/1/2023,2/10/2023,1,3,2,Corporate,Completed,Regular Guest,9,21
295,Gregory,Male,33,Iranian,1/29/2016,1/29/2016,1/30/2016,1,3,2,Leisure,Completed,First-Time Visitor,3,16
296,Ms Patricia A Hess,Male,29,Russian,1/24/2020,1/25/2020,1/26/2020,1,3,2,Leisure,Completed,First-Time Visitor,3,8
297,Chris,Male,44,Russian,11/25/2016,11/25/2016,11/26/2016,1,3,2,Leisure,Completed,First-Time Visitor,3,16
298,Mrs Fadilah Binte ,Female,61,Russian,10/1/2022,10/1/2022,10/4/2022,1,3,2,Leisure,Completed,Regular Guest,3,16
299,Mrs Laurie D Kincaid,Female,33,Iranian,9/9/2020,9/10/2020,9/11/2020,0,2,1,Business,Late Check-Out,Regular Guest,3,8
300,Mrs Melinda Wagner,Female,56,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Corporate,Completed,First-Time Visitor,9,21
301,MARIA LUISA,Female,46,Saudi Arabian,8/24/2017,8/24/2017,8/25/2017,1,3,2,Leisure,Completed,First-Time Visitor,3,16
302,Ramesh,Male,59,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
303,G MARSHALL,Female,59,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
304,Natalie Farris,Female,32,Azerbaijani,2/12/2015,2/12/2015,2/13/2015,1,3,2,Leisure,Late Check-Out,Regular Guest,3,16
305,Mr Derek Cox,Male,51,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,21
306,Mrs Shelby Steele,Male,41,Azerbaijani,9/6/2016,10/2/2016,10/3/2016,1,3,2,Leisure,Late Check-Out,Regular Guest,3,9
307,Nirjhari,Female,28,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,Regular Guest,9,21
308,Ronnie,Male,23,Iranian,10/26/2015,10/26/2015,10/29/2015,0,2,1,Leisure,Completed,First-Time Visitor,3,16
309,SAMUEL U,Male,38,American,6/22/2019,6/22/2019,6/23/2019,0,2,1,Leisure,Completed,First-Time Visitor,3,16
310,MINHAO,Male,44,Turkish,10/8/2022,10/8/2022,10/12/2022,1,3,2,Leisure,Completed,First-Time Visitor,4,16
311,Mr Umar Khan,Male,30,Russian,11/27/2019,12/3/2019,12/21/2019,0,2,1,Leisure,Completed,Regular Guest,38,6
312,Sarah,Female,29,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
313,Mr Harsha R,Male,35,Azerbaijani,11/23/2022,1/19/2023,1/19/2023,1,3,2,Business,Completed,First-Time Visitor,4,30
314,hulya,Male,30,Azerbaijani,9/20/2020,9/21/2020,9/23/2020,0,2,2,Business,Completed,Regular Guest,4,8
315,Jennifer,Female,38,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
316,Mrs Evelyn Smith,Female,22,Russian,1/12/2021,1/13/2021,1/13/2021,1,3,2,Leisure,Completed,Regular Guest,4,8
317,Mrs Guily Kaur,Female,23,Russian,1/21/2016,1/22/2016,1/23/2016,1,3,2,Leisure,Completed,First-Time Visitor,3,8
318,JONES ARTHUR,Male,18,Azerbaijani,9/1/2019,9/1/2019,9/2/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,16
319,Mr Rakesh Kumar,Male,56,Russian,8/30/2016,9/18/2016,9/19/2016,0,2,1,Leisure,Late Check-Out,Regular Guest,3,27
320,Mr MANOJ KUMAR,Male,39,Saudi Arabian,10/1/2019,11/19/2019,11/20/2019,1,3,2,Leisure,Late Check-Out,First-Time Visitor,3,15
321,Mr Jeffrey Mo,Male,40,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,Regular Guest,9,21
322,Kate,Female,27,Iranian,8/26/2019,9/26/2019,9/27/2019,1,3,2,Leisure,Late Check-Out,Regular Guest,3,21
323,Thomas,Male,31,Russian,8/31/2021,9/1/2021,9/4/2021,1,3,2,Business,Completed,Regular Guest,3,8
324,Kunwar,Female,32,Indian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
325,Mr Kevin Finn,Male,31,Indian,2/16/2020,2/16/2020,2/16/2020,1,3,2,Leisure,Late Check-Out,First-Time Visitor,4,16
326,MR ABDUL KHALEK,Male,28,Iranian,8/8/2018,8/9/2018,8/10/2018,0,2,1,Corporate,Late Check-Out,First-Time Visitor,3,8
327,Mrs Wendy Pang,Female,51,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,2,Leisure,Completed,Regular Guest,9,21
328,Jason Bellman,Male,24,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Corporate,Completed,First-Time Visitor,9,21
329,Inci,Male,48,Turkish,9/2/2019,9/2/2019,9/4/2019,0,2,1,Leisure,Completed,First-Time Visitor,4,16
330,MARGARET ELLEN ,Female,43,Indian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
331,Mrs Natalie L,Female,64,Russian,9/28/2017,9/28/2017,9/29/2017,0,2,1,Leisure,Completed,Regular Guest,3,16
332,JOHN SMITH,Male,23,Indian,11/8/2022,11/8/2022,11/8/2022,0,2,1,Leisure,Late Check-Out,Regular Guest,4,16
333,MARSHALL,Male,19,Russian,12/22/2021,12/24/2021,12/25/2021,1,3,2,Business,Completed,First-Time Visitor,3,21
334,Keri R Boyce,Male,20,Russian,4/14/2019,4/16/2019,4/18/2019,1,3,2,Corporate,Completed,First-Time Visitor,4,21
335,Chris,Male,36,Russian,9/10/2019,9/10/2019,9/10/2019,1,3,2,Leisure,Late Check-Out,First-Time Visitor,4,16
336,Mr Pierre Faron,Male,39,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,Regular Guest,9,21
337,Rajesh,Male,39,American,3/6/2022,3/7/2022,3/10/2022,1,3,2,Leisure,Completed,First-Time Visitor,3,8
338,Shubham,Male,25,Russian,3/22/2023,3/23/2023,3/26/2023,0,2,1,Leisure,Completed,First-Time Visitor,3,8
339,Ms Kowalski,Male,49,Russian,2/10/2016,2/10/2016,2/15/2016,0,2,1,Leisure,Completed,First-Time Visitor,5,16
340,Mrs Valerie Watts,Female,46,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Corporate,Completed,First-Time Visitor,9,21
341,Mrs J LK,Female,42,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
342,Jessica Leigh,Male,56,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
343,Mr Derek R Barr,Male,25,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Completed,First-Time Visitor,9,21
344,Geraldine,Female,25,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
345,MR PAUL JEFFERSON,Male,36,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
346,Mrs Loreen Bender,Female,62,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
347,Michael Steffens,Male,29,Azerbaijani,6/6/2019,6/6/2019,6/13/2019,1,3,2,Leisure,Completed,First-Time Visitor,7,16
348,Joshua,Male,56,Azerbaijani,4/21/2022,4/24/2022,4/25/2022,1,3,2,Leisure,Late Check-Out,First-Time Visitor,3,9
349,Bryan,Male,38,Indian,12/2/2015,2/13/2016,2/14/2016,0,2,1,Leisure,Completed,First-Time Visitor,3,5
350,Mr Parvez M Khan,Male,31,Indian,7/8/2020,8/14/2020,8/19/2020,1,3,2,Corporate,Late Check-Out,Regular Guest,5,27
351,Sarah,Female,22,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Business,Completed,First-Time Visitor,9,21
352,Kurian S,Male,47,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
353,Michael,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Leisure,Late Check-Out,First-Time Visitor,9,21
354,STEPHEN,Male,60,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,21
355,Brendan,Male,29,Russian,4/19/2021,4/23/2021,4/25/2021,1,3,2,Leisure,Completed,Regular Guest,4,6
356,MISS JESSICA,Male,33,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
357,MICHAEL,Male,25,Russian,7/10/2019,7/13/2019,7/17/2019,1,3,2,Leisure,Completed,First-Time Visitor,4,9
358,Benny,Male,30,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
359,Mrs Bianka Zakharova,Male,30,Azerbaijani,8/3/2019,8/3/2019,8/6/2019,0,2,1,Business,Completed,First-Time Visitor,3,16
360,HARSHIT,Male,23,Azerbaijani,11/4/2022,11/4/2022,11/5/2022,1,3,2,Leisure,Completed,Regular Guest,3,16
361,PHILIP WALKER,Male,35,Indian,6/21/2021,6/21/2021,6/22/2021,1,3,2,Leisure,Late Check-Out,First-Time Visitor,3,16
362,HANNAH LABO,Female,36,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
363,Alejandro,Male,34,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
364,Mrs Bianca Kuehne,Female,34,Iranian,6/22/2016,6/23/2016,6/24/2016,0,2,1,Business,Completed,First-Time Visitor,3,8
365,JAYAWARDENA SURANDI,Male,39,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,Regular Guest,9,21
366,Steve,Male,28,Azerbaijani,3/8/2019,3/8/2019,3/11/2019,0,2,1,Corporate,Completed,First-Time Visitor,3,16
367,Mr Sheriff A,Male,29,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
368,Mr Stephan Besso,Male,54,Russian,9/20/2018,9/27/2018,10/3/2018,0,2,1,Business,Late Check-Out,First-Time Visitor,6,21
369,Justin,Male,39,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
370,Sarah,Female,59,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
371,Mr Lukasz,Male,34,American,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
372,Shyam Mohan,Male,29,American,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
373,MRS PRISCILLA DARCY,Female,56,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,21
374,Mrs F T Baxter,Male,31,Azerbaijani,11/11/2020,11/11/2020,11/14/2020,0,2,1,Corporate,Completed,First-Time Visitor,3,16
375,Sam,Male,42,Turkish,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,21
376,Mr Nathaniel OKeeffe,Male,21,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,Regular Guest,9,21
377,Alide,Male,56,Azerbaijani,7/18/2019,7/27/2019,7/28/2019,0,2,1,Corporate,Late Check-Out,First-Time Visitor,3,9
378,Mrs Rita V Crosby,Female,23,Azerbaijani,12/15/2019,12/16/2019,12/21/2019,0,2,1,Corporate,Completed,First-Time Visitor,5,8
379,Mr Willis Dean,Male,42,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Business,Completed,First-Time Visitor,9,21
380,Melinda,Female,26,Turkish,12/26/2019,12/26/2019,12/28/2019,1,3,2,Leisure,Late Check-Out,Regular Guest,4,16
381,KARAN MOHAN,Male,25,Russian,4/4/2021,4/5/2021,4/9/2021,1,3,2,Leisure,Early Check-Out,Regular Guest,4,8
382,MR DAVID,Male,31,Russian,9/28/2019,9/29/2019,10/2/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,8
383,Mr Elison,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,First-Time Visitor,9,21
384,Mr Andrew Prentice,Male,28,Iranian,11/13/2019,11/14/2019,11/17/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,8
385,Mrs Elizabeth Anderson,Female,55,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,Regular Guest,9,21
386,Mrs H D Janda,Female,33,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
387,Mr Daniel Sinclair,Male,39,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
388,Mr John,Male,31,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Late Check-Out,First-Time Visitor,9,21
389,DAVID CHOI,Male,33,Turkish,5/14/2019,5/15/2019,5/16/2019,0,2,1,Corporate,Early Check-Out,Regular Guest,3,8
390,HARSHA HANSHI,Male,49,Russian,2/3/2022,2/5/2022,2/7/2022,0,2,1,Corporate,Early Check-Out,First-Time Visitor,4,21
391,MRS RAJESHWARI T,Female,40,Turkish,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,21
392,MARGARET,Female,29,Russian,9/20/2019,9/21/2019,9/24/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,8
393,Nicole,Male,22,Indian,9/27/2019,9/28/2019,9/30/2019,1,3,2,Leisure,Early Check-Out,Regular Guest,4,8
394,ERIC,Male,58,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,2,Leisure,Completed,Regular Guest,9,21
