GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,Adults,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests
192,Mrs. Paula A. Govan,Male,31,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Late Check-Out,First_Time Visitor
193,Mr. Timothy R. Webb,Male,46,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Corporate,Completed,Regular Guest
194,Jessica Watts,Female,19,Azerbaijani,8/19/2022,9/6/2022,9/10/2022,1,N/A,3,2 room,Leisure,Completed,Regular Guest
195,Joseph Bowen,Male,36,Azerbaijani,1/14/2019,1/14/2019,1/15/2019,0,N/A,2,1 room,Leisure,Late Check-Out,First_Time Visitor
196,Mr. Trevor Gosling,Male,33,Russian,7/2/2021,7/2/2021,7/26/2021,1,N/A,3,2 room,Corporate,Completed,First-Time Visitor
197,Mr. Hassan Mohd,Male,33,Russian,1/20/2018,1/21/2018,1/22/2018,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
198,Mr. Raman Kumar,Male,55,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
199,Mrs. Zhongli Liu,Male,46,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
200,NICHOLAS,Male,44,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
201,Mr. Fahim Naseem,Male,23,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
202,MRS. S. WILLIAMS,Female,55,Russian,7/9/2016,7/9/2016,7/11/2016,1,N/A,3,2 room,Business,Completed,First_Time Visitor
203,James,Male,34,Indian,10/12/2019,10/17/2019,10/18/2019,1,N/A,3,2 room,Business,Completed,First_Time Visitor
204,Ying,Male,62,Azerbaijani,5/21/2019,5/21/2019,5/21/2019,1,N/A,3,2 room,Leisure,Completed,Regular Guest
205,Mrs. Divya Anand,Female,38,American,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
206,JOSEPHINE PARKER,Female,25,Indian,8/28/2019,9/1/2019,9/3/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
207,Mr. Patrick Joseph,Male,35,German,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Business,Completed,Regular Guest
208,Mr. Erick Zavala,Male,63,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Corporate,Late Check-Out,Regular Guest
209,Mrs. Priscilla B. Moseley,Female,42,Russian,4/3/2019,4/3/2019,4/6/2019,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
210,James,Male,29,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,First_Time Visitor
211,DINESHKUMAR K,Male,26,American,3/3/2016,3/4/2016,3/8/2016,0,N/A,2,1 room,Business,Late Check-Out,Regular Guest
212,HENRY MEROLA,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
213,MR. SAMIR GOPAL,Male,42,Iranian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,Regular Guest
214,James,Male,31,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
215,"Wang, Xiang",Male,36,Azerbaijani,4/12/2015,4/16/2015,4/17/2015,1,N/A,3,2 room,Corporate,Completed,First_Time Visitor
216,Jorge,Male,34,Russian,12/7/2019,12/8/2019,12/15/2019,1,N/A,3,2 room,Leisure,Completed,Regular Guest
217,Mr. Rahul Kumar,Male,29,Azerbaijani,7/16/2020,7/16/2020,7/18/2020,0,N/A,2,1 room,Leisure,Late Check-Out,Regular Guest
218,Mr. Virgil Stark,Male,54,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
219,David,Male,57,Turkish,6/8/2019,6/8/2019,6/10/2019,1,N/A,3,2 room,Leisure,Completed,Regular Guest
220,Mohammed,Male,38,Russian,5/11/2022,6/23/2022,6/24/2022,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
221,Mrs. Amy,Female,35,Indian,8/2/2020,8/2/2020,8/3/2020,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
222,Mr. N. K. Mishra,Male,38,Russian,12/13/2022,2/17/2023,2/22/2023,1,N/A,3,2 room,Business,Late Check-Out,Regular Guest
223,Akshay,Male,30,Russian,6/6/2019,6/6/2019,6/8/2019,1,N/A,3,2 room,Leisure,Completed,Regular Guest
224,DARREN BETTS,Male,30,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
225,JANE,Female,37,Russian,12/16/2016,12/16/2016,12/17/2016,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
226,MRS. KIRAN KHAN,Female,44,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,3,2 room,Business,Completed,First_Time Visitor
227,Rajesh,Male,34,Russian,6/24/2019,6/26/2019,6/28/2019,1,N/A,3,2 room,Business,Completed,Regular Guest
228,Muhammad,Male,30,Saudi Arabian,1/11/2020,4/4/2020,4/6/2020,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
229,Mr. Kumar Ashish,Male,31,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
230,RADHA KUMARI KOHLI,Female,59,Azerbaijani,10/12/2019,10/13/2019,10/14/2019,1,N/A,3,2 room,Leisure,Completed,Regular Guest
231,Furkan,Male,33,Russian,9/14/2019,9/15/2019,9/18/2019,1,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
232,SANJAY KUMAR,Male,57,Iranian,6/22/2017,6/22/2017,6/23/2017,1,N/A,3,2 room,Leisure,Completed,Regular Guest
233,Fernanda Alves,Female,36,Iranian,10/8/2021,10/8/2021,10/10/2021,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
234,Mr. Abdullah,Male,34,Azerbaijani,9/29/2016,9/29/2016,9/30/2016,0,N/A,2,1 room,Leisure,Completed,Regular Guest
235,"ANDRADE, Y",Male,52,Turkish,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,4 room,Leisure,Late Check-Out,First_Time Visitor
236,Susan,Male,26,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
237,Florentine Schlechter,Female,48,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
238,MR. RAJESH KUMAR SINGH,Male,32,Russian,8/23/2022,8/23/2022,8/24/2022,0,N/A,2,1 room,Business,Late Check-Out,First-Time Visitor
239,Joseph,Male,39,Azerbaijani,2/27/2016,2/27/2016,3/9/2016,0,N/A,2,1 room,Business,Late Check-Out,Regular Guest
240,GREGORY,Male,28,Russian,3/8/2021,3/9/2021,3/10/2021,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
241,Mr. Thomas HYDE,Male,38,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Business,Completed,First-Time Visitor
242,Mr. Ishwar Lal,Male,23,Azerbaijani,1/20/2022,1/21/2022,1/25/2022,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
243,Jai Shankar,Male,45,Turkish,1/22/2019,1/23/2019,1/25/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
244,Mrs. Lorraine Wells,Male,36,Russian,2/1/2019,2/1/2019,2/2/2019,0,N/A,2,1 room,Leisure,Late Check-Out,Regular Guest
245,Mrs. Vennela,Female,29,Saudi Arabian,5/8/2022,5/9/2022,5/10/2022,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
246,Mr. Manoj Kumar,Male,20,American,6/2/2022,6/4/2022,6/5/2022,0,N/A,2,1 room,Leisure,Late Check-Out,First-Time Visitor
247,Mr. Seung Heon Lee,Male,41,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
248,"Clark, Emily",Female,24,Turkish,6/6/2019,6/6/2019,6/7/2019,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
249,Michael,Male,31,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Late Check-Out,First_Time Visitor
250,CHARLES JACKSON,Male,27,Russian,5/2/2020,5/2/2020,5/11/2020,1,N/A,3,2 room,Leisure,Completed,Regular Guest
251,JACK,Male,27,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
252,Joseph West,Male,45,Russian,11/20/2019,11/20/2019,11/21/2019,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
253,Mr. Karthik,Male,33,Russian,12/14/2018,1/9/2019,1/12/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
254,Mr. Jerald Ness,Female,52,Russian,4/30/2022,5/2/2022,5/3/2022,0,N/A,2,2 room,Leisure,Late Check-Out,First-Time Visitor
255,Adam Porter,Male,32,Russian,10/23/2018,10/23/2018,10/24/2018,1,N/A,3,2 room,Business,Late Check-Out,Regular Guest
256,Mrs. R. A. Vijayan,Female,50,Azerbaijani,9/19/2015,9/21/2015,9/24/2015,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
257,SHARON QUEK,Female,34,Pakistani,9/25/2019,9/25/2019,9/27/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
258,Elizabeth,Female,22,Russian,5/6/2022,5/6/2022,5/9/2022,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
259,Lekha,Female,43,Russian,12/3/2015,12/4/2015,12/6/2015,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
260,Krishan,Male,66,Turkish,6/22/2019,6/22/2019,6/22/2019,0,N/A,2,1 room,Leisure,Late Check-Out,First_Time Visitor
261,Amit,Male,45,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
262,Mr. PREMKUMAR,Male,48,Russian,9/20/2019,9/20/2019,9/21/2019,0,N/A,2,1 room,Corporate,Completed,Regular Guest
263,MR. TANAKA SOYU,Male,16,Turkish,6/1/2019,6/5/2019,6/6/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
264,Ajay,Male,36,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
265,KATHERINE WILLIAMS,Female,50,American,10/1/2016,12/7/2016,12/12/2016,1,N/A,3,2 room,Leisure,Completed,Regular Guest
266,PATRICK,Male,29,Azerbaijani,12/1/2015,12/1/2015,12/1/2015,1,N/A,3,2 room,Leisure,Completed,Regular Guest
267,Mrs. Sara Reyes,Female,56,Russian,1/24/2018,1/24/2018,1/24/2018,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
268,Jason,Male,32,Azerbaijani,9/28/2019,12/9/2019,12/10/2019,0,N/A,2,1 room,Leisure,Completed,Regular Guest
269,Mrs. Yatin Kaur,Female,45,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
270,Nikita,Male,28,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
271,Jim,Male,33,Russian,2/26/2018,5/3/2018,5/5/2018,1,N/A,3,2 room,Leisure,Completed,Regular Guest
272,Mrs. Katherine R. Hilton,Female,23,Iranian,9/15/2016,9/20/2016,9/22/2016,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
273,Mr. Alexander,Male,46,Saudi Arabian,3/7/2019,3/7/2019,3/8/2019,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
274,Mrs. Aishwarya Tyagi,Female,32,Azerbaijani,4/26/2016,7/25/2016,7/29/2016,0,N/A,2,2 room,Leisure,Completed,First_Time Visitor
275,Mr. Timothy Poole,Male,41,Iranian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Corporate,Completed,Regular Guest
276,Mr. Juan Carlos Pujol,Male,37,Turkish,8/1/2019,8/3/2019,8/6/2019,1,N/A,3,2 room,Corporate,Completed,First_Time Visitor
277,Mr. Javier M.,Male,21,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Late Check-Out,First_Time Visitor
278,Gavin Cunningham,Male,25,Indian,3/2/2019,3/2/2019,3/3/2019,0,N/A,2,2 room,Business,Completed,First-Time Visitor
279,MR. MANOJ KUMAR SINGH,Male,39,Azerbaijani,1/1/2020,1/1/2020,1/12/2020,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
280,Mr. Michael Wolfgang,Male,33,Azerbaijani,6/14/2019,6/14/2019,6/15/2019,0,N/A,2,1 room,Leisure,Completed,Regular Guest
281,Mrs. A. Ajay,Female,43,Indian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
282,Ramkumar,Male,37,Iranian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
283,Mrs. Nidhi Jain,Female,45,Turkish,3/15/2019,3/15/2019,3/17/2019,1,N/A,3,2 room,Business,Completed,First-Time Visitor
284,Mr. Devananda,Male,22,Russian,6/13/2019,6/14/2019,6/16/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
285,SUNIL DADHICH,Male,46,Russian,7/9/2017,7/10/2017,7/11/2017,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
286,BENEDICT,Male,50,Indian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
287,DANIEL,Male,30,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
288,Md. Mushfiqur Rahman,Male,33,Azerbaijani,6/27/2019,8/7/2019,8/10/2019,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
289,Dave,Male,43,Russian,2/26/2018,2/26/2018,2/28/2018,1,N/A,3,2 room,Leisure,Completed,Regular Guest
290,Mrs. Lorena Meyer,Female,48,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
291,HARSHAD,Male,51,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Late Check-Out,First-Time Visitor
292,Jennifer,Female,30,Russian,5/10/2019,5/15/2019,5/20/2019,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
293,NICHOLAS,Male,42,Turkish,9/24/2019,9/25/2019,9/27/2019,0,N/A,2,2 room,Corporate,Completed,Regular Guest
294,MRS. MAGGIE I. LUND,Female,21,Turkish,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Corporate,Completed,Regular Guest
295,Gregory,Male,33,Iranian,1/29/2016,1/29/2016,1/30/2016,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
296,Ms. Patricia A. Hess,Male,29,Russian,1/24/2020,1/25/2020,1/26/2020,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
297,Chris,Male,44,Russian,11/25/2016,11/25/2016,11/26/2016,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
298,Mrs. Fadilah Binte Abu Bakar,Female,61,Russian,10/1/2022,10/1/2022,10/4/2022,1,N/A,3,2 room,Leisure,Completed,Regular Guest
299,Mrs. Laurie D. Kincaid,Female,33,Iranian,9/9/2020,9/10/2020,9/11/2020,0,N/A,2,1 room,Business,Late Check-Out,Regular Guest
300,Mrs. Melinda Wagner,Female,56,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Corporate,Completed,First-Time Visitor
301,MARIA LUISA,Female,46,Saudi Arabian,8/24/2017,8/24/2017,8/25/2017,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
302,Ramesh,Male,59,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
303,G. MARSHALL,Female,59,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
304,Natalie Farris,Female,32,Azerbaijani,2/12/2015,2/12/2015,2/13/2015,1,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
305,Mr. Derek Cox,Male,51,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Corporate,Completed,First-Time Visitor
306,Mrs. Shelby Steele,Male,41,Azerbaijani,9/6/2016,10/2/2016,10/3/2016,1,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
307,Nirjhari,Female,28,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,Regular Guest
308,Ronnie,Male,23,Iranian,10/26/2015,10/26/2015,10/29/2015,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
309,SAMUEL U,Male,38,American,6/22/2019,6/22/2019,6/23/2019,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
310,MINHAO,Male,44,Turkish,10/8/2022,10/8/2022,10/12/2022,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
311,Mr. Umar Khan,Male,30,Russian,11/27/2019,12/3/2019,12/21/2019,0,N/A,2,1 room,Leisure,Completed,Regular Guest
312,Sarah,Female,29,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
313,Mr. Harsha R,Male,35,Azerbaijani,11/23/2022,1/19/2023,1/19/2023,1,N/A,3,2 room,Business,Completed,First_Time Visitor
314,hulya,Male,30,Azerbaijani,9/20/2020,9/21/2020,9/23/2020,0,N/A,2,2 room,Business,Completed,Regular Guest
315,Jennifer,Female,38,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
316,Mrs. Evelyn Smith,Female,22,Russian,1/12/2021,1/13/2021,1/13/2021,1,N/A,3,2 room,Leisure,Completed,Regular Guest
317,Mrs. Guily Kaur,Female,23,Russian,1/21/2016,1/22/2016,1/23/2016,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
318,"JONES, ARTHUR",Male,18,Azerbaijani,9/1/2019,9/1/2019,9/2/2019,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
319,Mr. Rakesh Kumar,Male,56,Russian,8/30/2016,9/18/2016,9/19/2016,0,N/A,2,1 room,Leisure,Late Check-Out,Regular Guest
320,Mr. MANOJ KUMAR,Male,39,Saudi Arabian,10/1/2019,11/19/2019,11/20/2019,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
321,Mr. Jeffrey Mo,Male,40,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,Regular Guest
322,Kate,Female,27,Iranian,8/26/2019,9/26/2019,9/27/2019,1,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
323,Thomas,Male,31,Russian,8/31/2021,9/1/2021,9/4/2021,1,N/A,3,2 room,Business,Completed,Regular Guest
324,Kunwar,Female,32,Indian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
325,Mr. Kevin Finn,Male,31,Indian,2/16/2020,2/16/2020,2/16/2020,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
326,MR. ABDUL KHALEK,Male,28,Iranian,8/8/2018,8/9/2018,8/10/2018,0,N/A,2,1 room,Corporate,Late Check-Out,First_Time Visitor
327,Mrs. Wendy Pang,Female,51,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,2 room,Leisure,Completed,Regular Guest
328,Jason Bellman,Male,24,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Corporate,Completed,First_Time Visitor
329,Inci,Male,48,Turkish,9/2/2019,9/2/2019,9/4/2019,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
330,MARGARET ELLEN PESZNEY,Female,43,Indian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
331,Mrs. Natalie L.,Female,64,Russian,9/28/2017,9/28/2017,9/29/2017,0,N/A,2,1 room,Leisure,Completed,Regular Guest
332,JOHN SMITH,Male,23,Indian,11/8/2022,11/8/2022,11/8/2022,0,N/A,2,1 room,Leisure,Late Check-Out,Regular Guest
333,MARSHALL,Male,19,Russian,12/22/2021,12/24/2021,12/25/2021,1,N/A,3,2 room,Business,Completed,First-Time Visitor
334,Keri R. Boyce,Male,20,Russian,4/14/2019,4/16/2019,4/18/2019,1,N/A,3,2 room,Corporate,Completed,First-Time Visitor
335,Chris,Male,36,Russian,9/10/2019,9/10/2019,9/10/2019,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
336,Mr. Pierre Faron,Male,39,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,Regular Guest
337,Rajesh,Male,39,American,3/6/2022,3/7/2022,3/10/2022,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
338,Shubham,Male,25,Russian,3/22/2023,3/23/2023,3/26/2023,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
339,Ms. Kowalski,Male,49,Russian,2/10/2016,2/10/2016,2/15/2016,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
340,Mrs. Valerie Watts,Female,46,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Corporate,Completed,First_Time Visitor
341,Mrs. J. L.K.,Female,42,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
342,Jessica Leigh,Male,56,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
343,Mr. Derek R. Barr,Male,25,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Completed,First-Time Visitor
344,Geraldine,Female,25,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
345,MR. PAUL JEFFERSON,Male,36,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
346,Mrs. Loreen Bender,Female,62,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
347,Michael Steffens,Male,29,Azerbaijani,6/6/2019,6/6/2019,6/13/2019,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
348,Joshua,Male,56,Azerbaijani,4/21/2022,4/24/2022,4/25/2022,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
349,Bryan,Male,38,Indian,12/2/2015,2/13/2016,2/14/2016,0,N/A,2,1 room,Leisure,Completed,First_Time Visitor
350,Mr. Parvez M Khan,Male,31,Indian,7/8/2020,8/14/2020,8/19/2020,1,N/A,3,2 room,Corporate,Late Check-Out,Regular Guest
351,Sarah,Female,22,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Business,Completed,First-Time Visitor
352,"Kurian, S",Male,47,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
353,Michael,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Leisure,Late Check-Out,First-Time Visitor
354,STEPHEN,Male,60,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,First-Time Visitor
355,Brendan,Male,29,Russian,4/19/2021,4/23/2021,4/25/2021,1,N/A,3,2 room,Leisure,Completed,Regular Guest
356,MISS JESSICA,Male,33,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
357,MICHAEL,Male,25,Russian,7/10/2019,7/13/2019,7/17/2019,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
358,Benny,Male,30,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
359,Mrs. Bianka Zakharova,Male,30,Azerbaijani,8/3/2019,8/3/2019,8/6/2019,0,N/A,2,1 room,Business,Completed,First_Time Visitor
360,HARSHIT,Male,23,Azerbaijani,11/4/2022,11/4/2022,11/5/2022,1,N/A,3,2 room,Leisure,Completed,Regular Guest
361,PHILIP WALKER,Male,35,Indian,6/21/2021,6/21/2021,6/22/2021,1,N/A,3,2 room,Leisure,Late Check-Out,First-Time Visitor
362,HANNAH LABO,Female,36,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
363,Alejandro,Male,34,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First-Time Visitor
364,Mrs. Bianca Kuehne,Female,34,Iranian,6/22/2016,6/23/2016,6/24/2016,0,N/A,2,1 room,Business,Completed,First-Time Visitor
365,JAYAWARDENA SURANDI,Male,39,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Corporate,Completed,Regular Guest
366,Steve,Male,28,Azerbaijani,3/8/2019,3/8/2019,3/11/2019,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
367,Mr. Sheriff A.,Male,29,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
368,Mr. Stephan Besso,Male,54,Russian,9/20/2018,9/27/2018,10/3/2018,0,N/A,2,1 room,Business,Late Check-Out,First_Time Visitor
369,Justin,Male,39,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Late Check-Out,First_Time Visitor
370,Sarah,Female,59,Russian,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
371,Mr. Lukasz,Male,34,American,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,Regular Guest
372,Shyam Mohan,Male,29,American,1/1/2023,2/1/2023,2/10/2023,1,N/A,3,2 room,Leisure,Completed,First_Time Visitor
373,MRS. PRISCILLA DARCY,Female,56,Russian,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,First-Time Visitor
374,Mrs. F. T. Baxter,Male,31,Azerbaijani,11/11/2020,11/11/2020,11/14/2020,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
375,Sam,Male,42,Turkish,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
376,Mr. Nathaniel O'Keeffe,Male,21,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,Regular Guest
377,Alide,Male,56,Azerbaijani,7/18/2019,7/27/2019,7/28/2019,0,N/A,2,1 room,Corporate,Late Check-Out,First_Time Visitor
378,Mrs. Rita V. Crosby,Female,23,Azerbaijani,12/15/2019,12/16/2019,12/21/2019,0,N/A,2,1 room,Corporate,Completed,First_Time Visitor
379,Mr. Willis Dean,Male,42,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,N/A,2,1 room,Business,Completed,First_Time Visitor
380,Melinda,Female,26,Turkish,12/26/2019,12/26/2019,12/28/2019,1,N/A,3,2 room,Leisure,Late Check-Out,Regular Guest
381,KARAN MOHAN,Male,25,Russian,4/4/2021,4/5/2021,4/9/2021,1,N/A,3,2 room,Leisure,Early Check-Out,Regular Guest
